temperature,humidity,wind_speed,pressure,rainfall,disaster_type,risk
18,47,18,989,283,Landslide,Extreme
40,72,16,1019,308,Landslide,Extreme
26,60,26,995,153,Wildfire,High
27,21,44,984,172,Cyclone,High
37,65,7,991,23,Flood,Low
32,76,42,991,125,Flood,High
31,23,2,1016,350,Landslide,Extreme
30,39,43,1021,75,Wildfire,Medium
13,30,11,1025,180,Wildfire,Medium
38,90,34,1021,187,Earthquake,Extreme
12,27,20,1004,130,Wildfire,Medium
47,84,35,994,200,Earthquake,Extreme
14,55,32,1003,241,Wildfire,Extreme
34,34,8,1014,222,Flood,High
10,93,22,995,267,Cyclone,Extreme
28,44,45,987,407,Cyclone,Extreme
31,32,45,1019,156,Wildfire,High
41,90,10,1006,446,Wildfire,Extreme
40,27,12,993,323,Earthquake,Extreme
16,24,45,983,20,Earthquake,Low
29,69,35,985,418,Earthquake,Extreme
50,80,16,1023,85,Wildfire,Medium
12,93,30,980,154,Landslide,High
28,77,33,999,126,Earthquake,High
16,50,7,987,407,Flood,Extreme
14,23,34,1008,496,Cyclone,Extreme
11,67,28,992,448,Landslide,Extreme
32,99,39,1007,262,Flood,Extreme
25,51,9,996,325,Wildfire,Extreme
18,53,41,1018,23,Flood,Low
27,73,7,999,232,Flood,High
10,59,39,992,90,Wildfire,Medium
11,59,10,1021,443,Wildfire,Extreme
33,30,27,983,186,Cyclone,High
32,63,15,994,100,Wildfire,Medium
33,63,27,1010,342,Wildfire,Extreme
24,85,41,985,470,Wildfire,Extreme
47,59,29,1000,95,Cyclone,High
37,81,3,1016,332,Flood,Extreme
29,30,45,1012,497,Cyclone,Extreme
35,68,17,1010,250,Cyclone,Extreme
39,26,32,1014,225,Cyclone,High
36,42,12,991,50,Cyclone,Medium
10,65,8,1004,123,Flood,Medium
27,41,40,1009,482,Wildfire,Extreme
22,23,26,1023,95,Flood,Medium
50,25,43,999,288,Wildfire,Extreme
22,68,42,1015,245,Cyclone,Extreme
48,34,6,1017,249,Cyclone,High
38,81,31,982,354,Flood,Extreme
45,71,1,1015,270,Earthquake,Extreme
35,62,22,981,376,Flood,Extreme
44,91,43,1011,300,Earthquake,Extreme
12,21,12,1004,301,Wildfire,High
26,45,44,1008,30,Wildfire,Medium
30,75,21,1005,137,Landslide,High
29,61,5,1007,48,Cyclone,Low
18,65,11,1005,433,Earthquake,Extreme
22,76,12,1025,424,Landslide,Extreme
37,68,12,993,186,Wildfire,High
11,99,41,992,467,Wildfire,Extreme
43,66,7,1008,345,Earthquake,Extreme
29,46,33,1018,73,Wildfire,Medium
50,52,12,1015,75,Cyclone,Medium
50,59,15,999,425,Cyclone,Extreme
14,81,3,998,60,Flood,Medium
19,59,3,991,50,Wildfire,Low
41,80,7,999,460,Landslide,Extreme
15,25,40,1019,434,Landslide,Extreme
48,100,12,994,311,Landslide,Extreme
26,28,31,1012,364,Earthquake,Extreme
50,87,5,995,16,Earthquake,Medium
50,24,13,981,317,Earthquake,Extreme
28,60,12,1002,452,Cyclone,Extreme
38,79,24,1020,392,Cyclone,Extreme
33,20,10,1023,444,Flood,Extreme
24,30,18,981,133,Flood,Medium
45,48,16,1020,381,Flood,Extreme
25,75,2,982,365,Flood,Extreme
13,80,40,1001,287,Flood,Extreme
41,62,13,1011,374,Earthquake,Extreme
19,42,15,1020,80,Flood,Low
16,74,29,1024,320,Flood,Extreme
15,39,27,1001,100,Flood,Medium
11,95,7,991,367,Cyclone,Extreme
12,91,44,987,0,Flood,Medium
11,97,36,983,116,Landslide,High
50,30,31,986,18,Wildfire,Medium
24,81,32,981,242,Landslide,Extreme
36,35,11,1016,225,Cyclone,High
13,29,31,984,451,Earthquake,Extreme
30,21,14,982,141,Landslide,Medium
39,24,1,984,90,Landslide,Medium
39,49,38,1025,83,Earthquake,Medium
16,74,16,988,92,Wildfire,Medium
13,35,13,1008,437,Flood,Extreme
19,22,3,1017,167,Earthquake,Medium
42,59,36,993,114,Cyclone,High
20,37,6,981,91,Wildfire,Medium
23,68,10,1005,286,Wildfire,Extreme
43,24,36,989,189,Cyclone,High
19,83,9,1001,444,Wildfire,Extreme
37,73,23,1014,77,Earthquake,Medium
23,62,12,1014,20,Wildfire,Low
46,74,6,989,222,Landslide,Extreme
10,64,25,1002,350,Earthquake,Extreme
15,83,31,1023,160,Cyclone,High
36,28,16,992,316,Flood,Extreme
29,33,24,988,127,Landslide,Medium
30,91,30,998,335,Earthquake,Extreme
15,48,10,989,153,Flood,Medium
47,21,45,1016,437,Flood,Extreme
21,43,10,990,272,Wildfire,Extreme
10,96,41,1006,341,Earthquake,Extreme
45,23,3,984,212,Flood,High
15,51,4,999,293,Landslide,Extreme
23,33,19,1007,201,Wildfire,High
39,67,26,989,30,Flood,Medium
12,37,30,990,174,Wildfire,High
33,100,26,1023,407,Earthquake,Extreme
16,99,15,1009,480,Landslide,Extreme
19,30,36,990,99,Cyclone,Medium
11,63,30,993,347,Cyclone,Extreme
12,94,35,997,305,Flood,Extreme
38,54,14,980,415,Landslide,Extreme
42,34,12,1015,256,Wildfire,High
35,20,16,1001,151,Wildfire,Medium
17,99,41,995,116,Flood,High
19,82,35,1011,23,Wildfire,Medium
18,42,14,1003,489,Flood,Extreme
34,46,4,987,117,Earthquake,Medium
35,20,11,986,372,Landslide,Extreme
50,56,38,983,457,Landslide,Extreme
46,80,44,1013,382,Landslide,Extreme
19,24,34,994,459,Earthquake,Extreme
31,29,8,1014,128,Earthquake,Medium
34,27,42,1004,305,Cyclone,Extreme
18,93,28,1005,312,Flood,Extreme
32,42,41,1024,188,Cyclone,High
12,38,15,1024,338,Wildfire,Extreme
34,53,19,1008,284,Earthquake,Extreme
46,79,15,1005,152,Landslide,High
48,62,17,1010,321,Landslide,Extreme
25,61,3,1000,248,Landslide,High
39,93,9,996,319,Earthquake,Extreme
42,99,27,1005,459,Earthquake,Extreme
29,71,15,987,199,Cyclone,High
23,100,35,1003,213,Earthquake,Extreme
18,53,42,1015,270,Wildfire,Extreme
21,62,12,1010,169,Cyclone,High
49,52,38,1002,24,Cyclone,Medium
46,22,36,995,205,Flood,High
35,68,8,994,378,Cyclone,Extreme
46,91,30,1001,336,Landslide,Extreme
30,40,39,1010,108,Earthquake,Medium
17,46,19,1015,260,Wildfire,High
36,28,4,980,120,Flood,Medium
13,53,33,1018,150,Landslide,Medium
44,58,21,990,406,Flood,Extreme
32,53,20,1000,428,Wildfire,Extreme
38,64,9,1022,53,Earthquake,Medium
40,20,25,1018,410,Wildfire,Extreme
26,32,5,1016,430,Earthquake,Extreme
26,65,1,1019,200,Cyclone,High
21,34,29,985,116,Earthquake,Medium
12,85,15,1002,120,Cyclone,Medium
26,84,16,1005,102,Earthquake,Medium
38,97,27,989,111,Flood,High
50,71,44,990,385,Landslide,Extreme
48,62,27,1013,223,Flood,Extreme
47,84,18,1000,392,Wildfire,Extreme
28,66,23,999,331,Earthquake,Extreme
12,55,17,1013,177,Cyclone,High
25,27,15,989,157,Cyclone,Medium
38,30,11,1000,274,Cyclone,Extreme
22,35,10,980,131,Earthquake,Medium
13,84,10,1012,268,Flood,Extreme
14,48,43,1003,459,Flood,Extreme
12,68,16,998,417,Cyclone,Extreme
16,27,31,1012,365,Earthquake,Extreme
39,47,12,1007,183,Wildfire,High
10,35,37,1004,343,Cyclone,Extreme
47,92,17,1024,33,Landslide,Medium
23,80,17,1021,340,Landslide,Extreme
38,90,26,986,321,Earthquake,Extreme
29,44,27,1003,393,Wildfire,Extreme
29,24,34,1000,427,Flood,Extreme
20,54,19,983,114,Earthquake,Medium
35,72,2,987,411,Wildfire,Extreme
19,65,12,1017,390,Flood,Extreme
16,48,44,999,216,Earthquake,High
16,54,44,987,475,Cyclone,Extreme
22,63,1,1023,419,Earthquake,Extreme
38,42,31,995,415,Landslide,Extreme
22,22,2,1016,201,Earthquake,Medium
14,32,42,985,42,Wildfire,Medium
10,49,2,1007,140,Wildfire,Medium
48,100,19,995,26,Landslide,Medium
16,80,20,981,290,Flood,Extreme
21,40,38,991,242,Cyclone,Extreme
32,51,20,999,94,Wildfire,Medium
31,69,27,988,357,Flood,Extreme
37,68,18,984,196,Wildfire,High
40,94,5,1009,476,Wildfire,Extreme
40,29,2,982,452,Flood,Extreme
41,29,41,1009,301,Flood,Extreme
26,25,42,1002,272,Wildfire,Extreme
22,21,34,988,179,Cyclone,High
31,47,39,995,276,Cyclone,Extreme
49,79,41,993,289,Earthquake,Extreme
32,66,17,998,129,Wildfire,High
36,26,22,998,190,Cyclone,High
50,28,35,985,444,Wildfire,Extreme
20,20,28,1008,322,Wildfire,Extreme
10,58,30,1013,195,Landslide,High
22,52,35,1003,33,Landslide,Medium
50,93,35,997,438,Wildfire,Extreme
34,78,20,1006,32,Flood,Medium
16,48,7,999,177,Landslide,High
46,57,14,999,13,Landslide,Low
48,69,28,993,278,Cyclone,Extreme
20,27,24,1009,300,Earthquake,Extreme
15,86,15,988,130,Landslide,High
18,43,3,997,477,Wildfire,Extreme
30,32,5,1022,284,Landslide,High
36,62,34,990,497,Earthquake,Extreme
17,46,5,1019,363,Landslide,Extreme
21,43,10,1000,301,Wildfire,Extreme
47,96,38,980,404,Cyclone,Extreme
47,86,27,991,280,Cyclone,Extreme
50,50,31,1010,16,Wildfire,Medium
17,87,39,1022,233,Landslide,Extreme
48,34,32,1017,198,Landslide,High
19,56,19,1016,77,Flood,Medium
43,45,14,987,385,Landslide,Extreme
46,29,12,994,91,Earthquake,Medium
50,22,6,983,423,Cyclone,Extreme
28,30,18,994,447,Earthquake,Extreme
26,33,4,997,409,Landslide,Extreme
23,97,16,997,237,Flood,Extreme
12,90,20,994,319,Flood,Extreme
47,30,3,1001,88,Landslide,Medium
21,40,25,1003,291,Wildfire,Extreme
21,66,19,1024,256,Landslide,Extreme
28,90,39,1013,392,Landslide,Extreme
37,94,43,1004,440,Earthquake,Extreme
14,55,31,1021,337,Flood,Extreme
38,65,1,1005,5,Landslide,Low
45,71,21,1018,269,Earthquake,Extreme
15,35,27,995,464,Flood,Extreme
14,21,29,1014,24,Cyclone,Low
11,79,27,1015,56,Wildfire,Medium
18,49,18,1019,308,Earthquake,Extreme
22,73,34,985,20,Earthquake,Medium
26,81,41,1008,61,Flood,Medium
16,94,33,998,271,Cyclone,Extreme
34,28,17,1003,119,Landslide,Medium
31,55,18,981,231,Earthquake,Extreme
10,81,19,989,168,Flood,High
42,92,21,986,479,Landslide,Extreme
12,48,28,995,341,Earthquake,Extreme
33,77,31,1022,408,Cyclone,Extreme
28,43,18,1023,138,Wildfire,Medium
25,21,34,1011,388,Landslide,Extreme
15,21,43,999,199,Flood,High
23,35,14,1001,460,Flood,Extreme
38,60,42,999,353,Wildfire,Extreme
15,53,42,998,391,Earthquake,Extreme
47,27,1,987,409,Cyclone,Extreme
12,36,2,982,132,Cyclone,Medium
13,71,24,1008,35,Earthquake,Low
43,73,41,988,64,Cyclone,High
37,29,38,1009,137,Flood,High
45,91,18,983,93,Flood,High
33,29,11,1024,121,Landslide,Medium
24,90,13,991,229,Landslide,Extreme
23,76,15,1004,77,Wildfire,Medium
32,91,1,1000,365,Wildfire,Extreme
40,45,8,1002,48,Wildfire,Low
31,43,10,995,341,Flood,Extreme
36,37,10,1006,15,Landslide,Low
31,88,24,991,372,Earthquake,Extreme
50,48,12,981,10,Earthquake,Low
17,77,6,1024,111,Cyclone,Medium
32,65,11,1016,465,Earthquake,Extreme
43,96,13,1007,256,Cyclone,Extreme
29,80,11,1016,345,Cyclone,Extreme
30,71,26,1014,449,Landslide,Extreme
16,27,31,1001,283,Flood,Extreme
27,39,30,988,382,Earthquake,Extreme
11,72,42,1003,382,Flood,Extreme
44,66,8,987,486,Earthquake,Extreme
12,50,41,999,435,Wildfire,Extreme
21,40,1,1003,84,Earthquake,Low
26,39,12,989,89,Earthquake,Medium
28,85,16,1017,483,Flood,Extreme
34,49,43,1004,326,Cyclone,Extreme
10,48,32,1002,339,Cyclone,Extreme
44,63,45,1022,136,Wildfire,High
18,26,42,1005,170,Cyclone,High
47,98,33,1016,269,Flood,Extreme
30,30,37,999,282,Flood,Extreme
45,97,31,982,250,Flood,Extreme
14,87,7,1020,175,Landslide,High
34,45,9,994,76,Cyclone,Medium
22,74,14,1007,485,Wildfire,Extreme
35,45,7,1012,362,Wildfire,Extreme
27,25,7,1002,29,Cyclone,Low
41,53,38,1002,234,Cyclone,Extreme
13,80,10,999,226,Cyclone,High
11,60,45,994,484,Flood,Extreme
39,80,42,1013,465,Wildfire,Extreme
23,31,21,997,228,Cyclone,High
11,80,35,1020,387,Flood,Extreme
22,53,6,997,211,Earthquake,High
48,52,31,1001,49,Earthquake,Medium
40,90,3,988,370,Flood,Extreme
14,86,12,983,257,Wildfire,Extreme
43,100,34,1000,160,Cyclone,Extreme
26,79,26,1014,110,Flood,Medium
31,96,35,1019,83,Wildfire,Medium
37,40,39,1022,473,Flood,Extreme
13,36,42,991,297,Cyclone,Extreme
38,39,7,1018,209,Earthquake,High
12,82,8,985,27,Landslide,Low
15,20,26,994,119,Landslide,Medium
48,61,32,985,403,Landslide,Extreme
23,27,4,1006,166,Wildfire,Medium
44,72,30,1000,99,Earthquake,High
25,39,19,982,488,Cyclone,Extreme
25,21,31,1023,152,Earthquake,Medium
49,89,23,983,158,Landslide,High
23,33,25,1009,78,Cyclone,Medium
18,26,33,983,410,Cyclone,Extreme
33,28,38,1023,128,Cyclone,Medium
29,60,35,1023,114,Flood,Medium
37,71,14,980,20,Cyclone,Medium
36,23,36,995,137,Wildfire,High
10,77,7,981,118,Wildfire,Medium
50,43,44,1004,111,Flood,High
43,36,28,983,133,Cyclone,High
39,31,16,987,178,Wildfire,High
37,91,4,980,384,Landslide,Extreme
19,58,31,996,341,Flood,Extreme
10,24,26,985,44,Earthquake,Low
12,88,7,987,359,Cyclone,Extreme
32,63,39,1005,267,Landslide,Extreme
19,95,45,1007,136,Cyclone,High
40,57,43,1023,141,Landslide,High
34,25,40,992,282,Landslide,Extreme
24,26,31,986,0,Flood,Low
26,61,32,997,75,Flood,Medium
46,57,41,1018,440,Cyclone,Extreme
11,74,13,1008,278,Earthquake,Extreme
47,89,38,1022,25,Wildfire,Medium
48,67,11,1019,148,Landslide,High
20,61,24,1015,112,Wildfire,Medium
22,36,21,1011,323,Flood,Extreme
42,69,4,1025,492,Landslide,Extreme
43,60,32,994,242,Earthquake,Extreme
27,38,7,990,174,Cyclone,High
21,49,29,987,87,Landslide,Medium
46,66,25,1025,473,Cyclone,Extreme
47,30,42,1022,284,Wildfire,Extreme
22,81,23,984,147,Wildfire,High
39,49,27,1024,425,Landslide,Extreme
15,70,40,987,237,Wildfire,Extreme
47,67,9,996,49,Cyclone,Medium
33,61,6,1014,213,Flood,High
19,46,10,1000,102,Earthquake,Medium
36,32,27,1007,488,Wildfire,Extreme
29,61,26,1012,135,Earthquake,High
33,83,23,988,449,Landslide,Extreme
45,67,32,1014,262,Flood,Extreme
24,82,12,991,214,Landslide,High
31,46,12,992,205,Wildfire,High
50,75,21,1008,327,Wildfire,Extreme
14,66,1,1001,334,Landslide,Extreme
14,36,36,998,125,Landslide,Medium
45,75,38,1013,171,Flood,High
41,94,24,1017,401,Wildfire,Extreme
37,24,19,991,389,Wildfire,Extreme
13,97,20,984,232,Earthquake,Extreme
41,71,34,980,416,Earthquake,Extreme
25,24,19,1009,210,Flood,High
40,53,29,1008,66,Flood,Medium
40,31,8,1023,276,Flood,High
19,79,19,1015,240,Cyclone,Extreme
46,40,43,993,279,Wildfire,Extreme
25,87,42,981,89,Flood,High
36,50,10,1004,446,Wildfire,Extreme
33,27,14,1007,94,Landslide,Medium
17,93,11,986,183,Landslide,High
26,94,44,1007,100,Wildfire,High
28,83,25,991,406,Cyclone,Extreme
40,69,30,1006,36,Earthquake,Medium
34,32,10,998,165,Flood,Medium
35,57,15,1024,397,Flood,Extreme
26,96,8,1016,147,Wildfire,High
16,64,31,999,124,Cyclone,Medium
29,45,4,1005,489,Flood,Extreme
40,41,1,981,27,Wildfire,Low
42,98,17,1020,65,Landslide,Medium
45,85,29,993,471,Landslide,Extreme
18,44,44,994,29,Cyclone,Medium
37,59,45,1025,221,Flood,Extreme
36,93,43,980,348,Flood,Extreme
22,33,4,1011,482,Cyclone,Extreme
35,24,14,1004,455,Wildfire,Extreme
35,44,15,991,414,Wildfire,Extreme
45,93,23,989,177,Wildfire,Extreme
36,67,29,1000,220,Earthquake,Extreme
19,35,35,986,206,Earthquake,High
44,78,37,996,399,Flood,Extreme
46,36,13,999,228,Landslide,High
11,65,38,995,449,Earthquake,Extreme
49,27,31,1016,159,Wildfire,High
36,71,20,1013,180,Earthquake,High
17,78,42,1001,12,Cyclone,Medium
13,52,17,1000,202,Flood,High
34,54,5,995,182,Wildfire,High
16,40,36,1010,21,Flood,Low
24,43,33,1022,407,Flood,Extreme
24,69,35,983,58,Cyclone,Medium
16,63,28,994,474,Landslide,Extreme
12,75,12,1013,269,Wildfire,Extreme
12,58,41,1023,494,Flood,Extreme
12,72,13,1007,413,Wildfire,Extreme
29,53,40,1025,215,Cyclone,High
34,96,32,980,416,Cyclone,Extreme
30,39,29,1002,82,Wildfire,Medium
22,73,2,997,194,Wildfire,High
22,59,31,1020,115,Cyclone,Medium
23,39,41,980,265,Wildfire,Extreme
45,69,42,1011,4,Earthquake,Medium
32,63,18,984,232,Flood,Extreme
32,24,23,980,59,Earthquake,Medium
10,65,23,999,232,Cyclone,High
22,71,27,985,273,Earthquake,Extreme
28,71,21,1000,176,Landslide,High
42,93,44,997,411,Flood,Extreme
45,69,28,986,302,Earthquake,Extreme
49,67,6,984,403,Landslide,Extreme
44,48,18,998,35,Flood,Medium
46,85,8,1002,367,Cyclone,Extreme
13,33,39,996,460,Landslide,Extreme
14,60,10,986,24,Earthquake,Low
35,68,3,998,193,Cyclone,High
38,55,13,1022,69,Flood,Medium
26,52,35,1001,178,Landslide,High
23,31,36,1006,428,Landslide,Extreme
42,94,41,1001,13,Cyclone,Medium
20,97,3,1006,106,Landslide,Medium
41,56,20,1021,454,Landslide,Extreme
20,98,6,1010,323,Wildfire,Extreme
37,36,43,985,326,Landslide,Extreme
22,31,7,1025,442,Cyclone,Extreme
47,38,2,981,207,Landslide,High
50,60,22,999,132,Wildfire,High
39,26,34,997,32,Landslide,Medium
41,56,16,999,12,Landslide,Low
38,66,11,1006,297,Earthquake,Extreme
23,58,1,1010,445,Cyclone,Extreme
32,38,10,1012,451,Wildfire,Extreme
28,49,27,992,429,Flood,Extreme
10,61,19,988,265,Cyclone,Extreme
48,81,5,999,225,Earthquake,Extreme
20,76,42,1024,188,Wildfire,High
20,85,37,980,108,Earthquake,High
15,20,12,1002,419,Flood,Extreme
48,46,6,981,245,Earthquake,Extreme
32,39,26,1005,317,Earthquake,Extreme
14,92,43,987,192,Flood,Extreme
46,81,21,998,228,Flood,Extreme
27,28,42,1009,441,Cyclone,Extreme
10,77,21,983,137,Landslide,High
19,65,11,1021,178,Earthquake,High
43,86,12,998,166,Landslide,High
14,75,27,984,111,Wildfire,Medium
39,20,1,1024,416,Earthquake,Extreme
40,80,31,1005,359,Earthquake,Extreme
44,29,4,1013,95,Wildfire,Medium
47,37,26,1008,298,Landslide,Extreme
29,48,44,992,356,Earthquake,Extreme
17,46,9,984,4,Cyclone,Low
29,81,39,1017,27,Earthquake,Medium
47,43,23,988,176,Wildfire,High
39,67,32,986,232,Wildfire,Extreme
44,22,17,999,183,Wildfire,High
17,21,39,996,267,Landslide,Extreme
47,89,2,995,261,Cyclone,Extreme
11,73,9,1006,400,Flood,Extreme
27,24,3,1018,85,Cyclone,Low
20,94,7,983,496,Wildfire,Extreme
21,71,37,1009,121,Cyclone,High
26,75,38,1007,101,Landslide,High
45,57,14,1022,61,Landslide,Medium
17,59,13,1000,483,Earthquake,Extreme
32,27,23,1012,80,Cyclone,Medium
34,25,11,990,146,Landslide,Medium
31,45,19,982,281,Flood,Extreme
21,20,45,997,475,Earthquake,Extreme
24,94,12,987,145,Flood,High
41,89,6,992,121,Landslide,High
50,38,18,985,446,Landslide,Extreme
16,55,12,1014,345,Landslide,Extreme
18,26,10,1025,220,Flood,High
45,47,24,982,324,Earthquake,Extreme
25,37,2,989,24,Landslide,Low
35,48,15,1025,307,Wildfire,Extreme
39,25,8,1021,479,Landslide,Extreme
20,65,40,993,4,Flood,Medium
24,33,14,1002,436,Flood,Extreme
40,59,36,1019,249,Landslide,Extreme
44,81,18,985,43,Wildfire,Medium
28,88,5,1010,314,Cyclone,Extreme
12,71,5,1025,366,Cyclone,Extreme
20,56,30,998,245,Flood,Extreme
44,25,29,1006,496,Earthquake,Extreme
33,22,42,1022,226,Cyclone,High
12,68,30,1010,427,Cyclone,Extreme
33,43,30,989,491,Wildfire,Extreme
50,31,34,1005,290,Cyclone,Extreme
26,22,42,999,395,Wildfire,Extreme
14,31,24,987,275,Landslide,Extreme
31,77,14,1005,67,Wildfire,Medium
14,61,8,998,408,Earthquake,Extreme
27,91,28,983,335,Landslide,Extreme
32,88,33,1016,488,Landslide,Extreme
32,50,15,1007,477,Wildfire,Extreme
21,59,1,988,327,Landslide,Extreme
30,75,30,1003,275,Wildfire,Extreme
47,75,1,1016,117,Landslide,Medium
28,20,38,994,28,Wildfire,Low
33,76,15,1025,79,Wildfire,Medium
17,35,6,980,190,Landslide,High
35,92,16,999,200,Cyclone,Extreme
44,52,25,997,262,Earthquake,Extreme
38,53,36,1022,359,Cyclone,Extreme
49,64,23,1017,246,Wildfire,Extreme
41,74,29,1012,114,Landslide,High
35,67,8,1022,13,Wildfire,Low
14,77,45,1007,107,Cyclone,High
13,43,32,1019,435,Earthquake,Extreme
13,66,23,986,345,Landslide,Extreme
49,75,36,997,30,Flood,Medium
22,47,27,1008,94,Wildfire,Medium
47,36,11,996,497,Flood,Extreme
26,44,44,1022,111,Wildfire,Medium
10,92,41,981,374,Landslide,Extreme
46,92,35,1019,351,Wildfire,Extreme
47,70,21,1007,446,Earthquake,Extreme
20,100,34,1025,132,Landslide,High
38,46,39,1014,78,Landslide,Medium
50,62,33,1023,374,Flood,Extreme
40,63,34,1002,225,Flood,Extreme
28,35,30,1004,60,Cyclone,Medium
30,41,41,1015,155,Wildfire,High
39,69,26,984,479,Cyclone,Extreme
47,25,22,1002,478,Landslide,Extreme
48,95,28,982,82,Flood,High
23,57,43,1018,410,Wildfire,Extreme
10,90,21,1005,115,Flood,Medium
36,62,13,1007,167,Flood,High
44,64,5,984,128,Wildfire,High
45,53,27,982,118,Flood,High
30,26,12,1016,392,Wildfire,Extreme
47,92,4,999,262,Wildfire,Extreme
35,31,1,1010,496,Flood,Extreme
42,42,9,1004,329,Cyclone,Extreme
20,46,14,1024,353,Flood,Extreme
26,59,26,1021,24,Cyclone,Low
10,96,27,1018,166,Landslide,High
13,89,26,1000,156,Landslide,High
28,23,32,980,193,Cyclone,High
15,78,17,1013,257,Cyclone,Extreme
13,30,23,991,312,Landslide,Extreme
16,56,14,1025,110,Earthquake,Medium
19,34,29,1007,451,Landslide,Extreme
23,67,1,989,247,Flood,High
45,27,38,998,391,Cyclone,Extreme
10,72,19,985,114,Cyclone,Medium
14,25,1,1025,382,Wildfire,Extreme
25,36,7,1006,220,Landslide,High
49,80,23,985,158,Wildfire,High
24,91,3,984,132,Landslide,High
25,79,13,986,89,Landslide,Medium
28,59,1,1010,53,Cyclone,Low
35,90,7,984,422,Earthquake,Extreme
33,48,26,990,59,Wildfire,Medium
40,34,40,984,245,Cyclone,Extreme
28,65,42,998,415,Landslide,Extreme
19,68,27,982,236,Flood,Extreme
50,32,10,988,478,Landslide,Extreme
48,56,3,1017,239,Landslide,High
42,55,30,1024,184,Wildfire,High
27,63,7,992,404,Cyclone,Extreme
16,90,4,1025,289,Cyclone,Extreme
34,38,13,1005,484,Earthquake,Extreme
46,40,35,1009,280,Landslide,Extreme
33,39,11,1009,93,Wildfire,Medium
41,100,13,1010,297,Wildfire,Extreme
11,77,20,983,411,Landslide,Extreme
29,79,26,996,152,Flood,High
22,35,9,981,322,Landslide,Extreme
13,92,35,1017,38,Wildfire,Medium
45,37,10,1013,25,Cyclone,Low
30,63,26,987,460,Wildfire,Extreme
20,44,40,999,71,Cyclone,Medium
39,91,12,993,38,Earthquake,Medium
10,43,3,981,165,Flood,Medium
29,49,22,981,482,Wildfire,Extreme
40,64,16,994,347,Wildfire,Extreme
49,67,36,1024,349,Landslide,Extreme
27,25,6,1005,418,Landslide,Extreme
36,57,31,980,344,Earthquake,Extreme
43,54,21,1006,487,Earthquake,Extreme
29,61,10,983,392,Landslide,Extreme
13,95,3,1000,190,Earthquake,High
33,42,26,1008,356,Wildfire,Extreme
22,35,24,1021,225,Flood,High
38,29,32,996,160,Earthquake,High
50,92,37,1005,58,Flood,High
36,68,15,995,363,Flood,Extreme
39,71,2,1007,422,Cyclone,Extreme
31,46,26,1015,323,Landslide,Extreme
50,81,4,1013,305,Wildfire,Extreme
24,87,43,994,143,Cyclone,High
35,36,36,1003,155,Cyclone,High
21,72,20,984,225,Cyclone,Extreme
23,20,37,1014,196,Earthquake,High
30,53,3,988,151,Cyclone,Medium
45,89,32,999,253,Earthquake,Extreme
19,43,25,984,83,Landslide,Medium
49,87,30,998,492,Cyclone,Extreme
34,20,34,1006,153,Landslide,High
33,65,10,991,418,Flood,Extreme
18,59,5,1010,14,Wildfire,Low
20,72,31,990,257,Cyclone,Extreme
35,26,3,985,439,Wildfire,Extreme
35,46,13,982,489,Wildfire,Extreme
29,48,42,1009,241,Landslide,Extreme
39,27,36,996,467,Wildfire,Extreme
43,53,31,1025,249,Landslide,Extreme
18,55,3,997,228,Earthquake,High
45,61,37,1018,65,Landslide,Medium
44,77,31,992,229,Earthquake,Extreme
11,90,6,980,303,Earthquake,Extreme
10,99,24,983,173,Cyclone,High
17,31,33,986,142,Earthquake,Medium
17,58,13,1022,198,Flood,High
21,29,31,995,53,Earthquake,Medium
44,77,39,996,286,Landslide,Extreme
31,31,14,989,353,Landslide,Extreme
25,69,40,1015,191,Cyclone,High
37,46,13,981,180,Landslide,High
46,69,29,1007,133,Earthquake,High
48,74,36,1003,484,Landslide,Extreme
18,50,3,981,158,Earthquake,Medium
35,94,43,981,483,Flood,Extreme
46,43,9,1025,308,Landslide,Extreme
35,82,14,1008,79,Wildfire,Medium
11,48,12,993,106,Wildfire,Medium
45,26,24,982,19,Cyclone,Low
29,66,1,987,438,Wildfire,Extreme
38,87,10,994,120,Earthquake,High
28,54,13,1015,397,Cyclone,Extreme
10,73,5,1004,331,Flood,Extreme
17,87,19,1006,423,Earthquake,Extreme
38,57,13,999,2,Landslide,Low
33,84,7,991,339,Wildfire,Extreme
23,43,9,1000,68,Cyclone,Low
